key_col,season,game_date,game_id,team_abbrev,team_id,toc,toc_string,points_for,points_against,is_win,fgm,fga,tpm,tpa,ftm,fta,oreb,dreb,ast,tov,stl,blk,shots_blocked,pf,pf_drawn,points,plus_minus,is_home
1610612741216000832016-11-05,2017,2016-11-05,21600083,CHI,1610612741,2880,48:00,94,111,0,34,79,6,18,20,25,13,27,17,16,8,5,9,13,20,,-17,0
1610612754216000832016-11-05,2017,2016-11-05,21600083,IND,1610612754,2880,48:00,111,94,1,46,86,12,26,7,12,8,28,27,11,8,9,5,20,13,,17,1
1610612737216000842016-11-05,2017,2016-11-05,21600084,ATL,1610612737,2880,48:00,112,97,1,45,85,8,20,14,24,13,31,29,19,9,6,7,13,26,,15,1
1610612745216000842016-11-05,2017,2016-11-05,21600084,HOU,1610612745,2880,48:00,97,112,0,37,85,12,36,11,13,12,31,22,26,17,7,6,26,13,,-15,0
1610612749216000852016-11-05,2017,2016-11-05,21600085,MIL,1610612749,2880,48:00,117,91,1,41,82,14,33,21,25,17,36,28,15,8,10,3,22,20,,26,1
1610612758216000852016-11-05,2017,2016-11-05,21600085,SAC,1610612758,2880,48:00,91,117,0,33,84,10,28,15,19,13,23,27,14,12,3,10,20,22,,-26,0
1610612746216000862016-11-05,2017,2016-11-05,21600086,LAC,1610612746,2880,48:00,116,92,1,47,91,9,23,13,14,7,34,24,8,5,6,5,19,18,,24,0
1610612759216000862016-11-05,2017,2016-11-05,21600086,SAS,1610612759,2880,48:00,92,116,0,30,74,10,25,22,25,7,33,19,15,8,5,6,18,19,,-24,1
1610612752216000872016-11-06,2017,2016-11-06,21600087,NYK,1610612752,2880,48:00,109,114,0,42,83,8,20,17,19,10,29,18,12,6,5,4,27,19,,-5,1
1610612762216000872016-11-06,2017,2016-11-06,21600087,UTA,1610612762,2880,48:00,114,109,1,38,75,8,25,30,35,7,27,21,10,8,4,5,19,27,,5,0
1610612757216000882016-11-06,2017,2016-11-06,21600088,POR,1610612757,2880,48:00,100,94,1,32,71,14,33,22,27,5,32,19,15,9,5,5,25,20,,6,0
1610612763216000882016-11-06,2017,2016-11-06,21600088,MEM,1610612763,2880,48:00,94,100,0,31,81,6,26,26,32,12,32,15,13,7,5,5,20,25,,-6,1
1610612758216000892016-11-06,2017,2016-11-06,21600089,SAC,1610612758,2880,48:00,96,91,1,34,78,5,16,23,31,13,34,21,9,6,5,5,22,27,,5,0
1610612761216000892016-11-06,2017,2016-11-06,21600089,TOR,1610612761,2880,48:00,91,96,0,30,84,7,30,24,31,13,30,22,6,4,5,5,27,22,,-5,1
1610612742216000902016-11-06,2017,2016-11-06,21600090,DAL,1610612742,3180,53:00,86,75,1,33,88,9,38,11,12,10,36,14,15,11,2,2,20,26,,11,1
1610612749216000902016-11-06,2017,2016-11-06,21600090,MIL,1610612749,3180,53:00,75,86,0,30,82,6,29,9,12,9,42,14,27,12,2,2,26,20,,-11,0
1610612738216000912016-11-06,2017,2016-11-06,21600091,BOS,1610612738,2880,48:00,107,123,0,41,90,8,25,17,21,11,28,31,11,7,4,6,25,23,,-16,1
1610612743216000912016-11-06,2017,2016-11-06,21600091,DEN,1610612743,2880,48:00,123,107,1,44,84,11,23,24,31,9,38,21,17,3,6,4,23,25,,16,0
1610612747216000922016-11-06,2017,2016-11-06,21600092,LAL,1610612747,2880,48:00,119,108,1,41,90,10,23,27,35,15,38,22,19,8,5,2,22,30,,11,1
1610612756216000922016-11-06,2017,2016-11-06,21600092,PHX,1610612756,2880,48:00,108,119,0,40,91,6,20,22,28,11,29,20,17,8,2,5,30,22,,-11,0
1610612755216000932016-11-07,2017,2016-11-07,21600093,PHI,1610612755,2880,48:00,84,109,0,31,77,7,21,15,22,9,33,16,18,10,2,11,19,22,,-25,1
1610612762216000932016-11-07,2017,2016-11-07,21600093,UTA,1610612762,2880,48:00,109,84,1,43,85,11,19,12,20,10,35,20,10,5,11,2,22,19,,25,0
1610612745216000942016-11-07,2017,2016-11-07,21600094,HOU,1610612745,2880,48:00,114,106,1,41,79,17,37,15,18,6,31,28,18,12,7,5,18,16,,8,0
1610612764216000942016-11-07,2017,2016-11-07,21600094,WAS,1610612764,2880,48:00,106,114,0,39,94,10,27,18,20,16,29,20,13,6,5,7,16,18,,-8,1
1610612754216000952016-11-07,2017,2016-11-07,21600095,IND,1610612754,2880,48:00,100,122,0,40,94,9,33,11,15,12,40,23,18,12,4,4,25,16,,-22,0
1610612766216000952016-11-07,2017,2016-11-07,21600095,CHA,1610612766,2880,48:00,122,100,1,41,84,12,32,28,32,3,40,30,11,8,4,4,16,25,,22,1
1610612741216000962016-11-07,2017,2016-11-07,21600096,CHI,1610612741,2880,48:00,112,80,1,42,89,3,19,25,31,14,42,26,8,6,4,6,11,23,,32,1
1610612753216000962016-11-07,2017,2016-11-07,21600096,ORL,1610612753,2880,48:00,80,112,0,33,85,9,30,5,6,6,33,28,14,7,6,4,23,11,,-32,0
1610612748216000972016-11-07,2017,2016-11-07,21600097,MIA,1610612748,2880,48:00,85,97,0,31,84,4,17,19,22,12,29,12,12,8,7,5,16,19,,-12,0
1610612760216000972016-11-07,2017,2016-11-07,21600097,OKC,1610612760,2880,48:00,97,85,1,37,85,9,28,14,17,10,37,24,16,8,5,7,19,16,,12,1
1610612746216000982016-11-07,2017,2016-11-07,21600098,LAC,1610612746,2880,48:00,114,82,1,41,76,13,25,19,22,2,44,28,10,5,7,2,20,19,,32,1
1610612765216000982016-11-07,2017,2016-11-07,21600098,DET,1610612765,2880,48:00,82,114,0,30,82,4,12,18,26,11,28,14,11,8,2,7,19,20,,-32,0
1610612740216000992016-11-07,2017,2016-11-07,21600099,NOP,1610612740,2880,48:00,106,116,0,39,80,7,21,21,27,11,32,26,19,14,1,4,16,19,,-10,0
1610612744216000992016-11-07,2017,2016-11-07,21600099,GSW,1610612744,2880,48:00,116,106,1,45,90,16,35,10,12,10,28,35,15,8,4,1,19,16,,10,1
1610612737216001002016-11-08,2017,2016-11-08,21600100,ATL,1610612737,2880,48:00,110,106,1,41,81,11,29,17,24,11,39,22,19,12,4,1,22,20,,4,0
1610612739216001002016-11-08,2017,2016-11-08,21600100,CLE,1610612739,2880,48:00,106,110,0,37,99,11,42,21,25,13,26,21,6,1,1,4,20,22,,-4,1
1610612750216001012016-11-08,2017,2016-11-08,21600101,MIN,1610612750,2880,48:00,110,119,0,39,92,12,28,20,28,15,26,20,16,5,3,5,21,20,,-9,0
1610612751216001012016-11-08,2017,2016-11-08,21600101,BKN,1610612751,2880,48:00,119,110,1,42,76,12,33,23,26,5,38,20,20,11,5,3,20,21,,9,1
1610612743216001022016-11-08,2017,2016-11-08,21600102,DEN,1610612743,2880,48:00,107,108,0,35,70,10,24,27,34,6,33,24,22,14,4,5,24,30,,-1,0
1610612763216001022016-11-08,2017,2016-11-08,21600102,MEM,1610612763,2880,48:00,108,107,1,44,86,7,24,13,19,8,24,29,14,6,5,4,30,24,,1,1
1610612756216001032016-11-08,2017,2016-11-08,21600103,PHX,1610612756,2880,48:00,121,124,0,43,86,7,21,28,33,15,26,18,16,5,2,4,28,27,,-3,0
1610612757216001032016-11-08,2017,2016-11-08,21600103,POR,1610612757,2880,48:00,124,121,1,45,81,14,31,20,28,7,28,22,20,10,4,2,27,28,,3,1
1610612742216001042016-11-08,2017,2016-11-08,21600104,DAL,1610612742,2880,48:00,109,97,1,43,82,10,23,13,15,8,29,24,11,6,4,1,12,19,,12,0
1610612747216001042016-11-08,2017,2016-11-08,21600104,LAL,1610612747,2880,48:00,97,109,0,38,78,10,26,11,14,8,29,20,16,11,1,4,19,12,,-12,1
1610612740216001052016-11-08,2017,2016-11-08,21600105,NOP,1610612740,2880,48:00,94,102,0,38,84,5,21,13,18,7,33,23,10,7,9,5,24,20,,-8,0
1610612758216001052016-11-08,2017,2016-11-08,21600105,SAC,1610612758,2880,48:00,102,94,1,39,81,8,25,16,20,5,34,24,10,5,5,9,20,24,,8,1
1610612751216001062016-11-09,2017,2016-11-09,21600106,BKN,1610612751,2880,48:00,96,110,0,33,79,11,33,19,27,7,33,19,18,11,4,5,20,21,,-14,0
1610612752216001062016-11-09,2017,2016-11-09,21600106,NYK,1610612752,2880,48:00,110,96,1,44,92,10,30,12,17,9,41,25,14,9,5,4,21,20,,14,1
1610612738216001072016-11-09,2017,2016-11-09,21600107,BOS,1610612738,2880,48:00,93,118,0,35,81,10,31,13,22,7,24,21,11,9,4,7,19,28,,-25,0
1610612764216001072016-11-09,2017,2016-11-09,21600107,WAS,1610612764,2880,48:00,118,93,1,46,92,10,21,16,20,19,35,29,11,5,7,4,28,19,,25,1
1610612762216001082016-11-09,2017,2016-11-09,21600108,UTA,1610612762,2880,48:00,98,104,0,38,82,8,34,14,18,10,36,24,12,8,6,3,22,19,,-6,0
1610612766216001082016-11-09,2017,2016-11-09,21600108,CHA,1610612766,2880,48:00,104,98,1,38,82,8,26,20,29,5,32,24,8,5,3,6,19,22,,6,1
1610612750216001092016-11-09,2017,2016-11-09,21600109,MIN,1610612750,2880,48:00,123,107,1,45,87,13,23,20,26,10,35,27,6,2,5,5,24,19,,16,0
1610612753216001092016-11-09,2017,2016-11-09,21600109,ORL,1610612753,2880,48:00,107,123,0,38,85,8,24,23,30,12,27,20,9,8,5,5,19,24,,-16,1
1610612754216001102016-11-09,2017,2016-11-09,21600110,IND,1610612754,3180,53:00,122,115,1,49,90,9,19,15,20,7,36,25,16,11,6,6,17,21,,7,1
1610612755216001102016-11-09,2017,2016-11-09,21600110,PHI,1610612755,3180,53:00,115,122,0,46,95,14,36,9,19,10,33,23,17,9,6,6,21,17,,-7,0
1610612737216001112016-11-09,2017,2016-11-09,21600111,ATL,1610612737,2880,48:00,115,107,1,42,83,9,20,22,27,13,35,24,21,14,7,3,20,21,,8,1
1610612741216001112016-11-09,2017,2016-11-09,21600111,CHI,1610612741,2880,48:00,107,115,0,41,91,9,27,16,21,8,23,24,13,8,3,7,21,20,,-8,0
1610612760216001122016-11-09,2017,2016-11-09,21600112,OKC,1610612760,2880,48:00,102,112,0,31,74,12,34,28,31,11,28,18,19,10,5,6,21,25,,-10,1
1610612761216001122016-11-09,2017,2016-11-09,21600112,TOR,1610612761,2880,48:00,112,102,1,43,83,11,26,15,22,7,28,25,11,6,6,5,25,21,,10,0
1610612756216001132016-11-09,2017,2016-11-09,21600113,PHX,1610612756,2880,48:00,107,100,1,38,84,8,22,23,30,10,39,20,17,11,6,5,22,24,,7,1
1610612765216001132016-11-09,2017,2016-11-09,21600113,DET,1610612765,2880,48:00,100,107,0,32,89,9,22,27,32,9,32,20,11,7,5,6,24,22,,-7,0
1610612745216001142016-11-09,2017,2016-11-09,21600114,HOU,1610612745,2880,48:00,101,99,1,37,78,10,30,17,22,8,37,25,19,14,4,5,24,15,,2,0
1610612759216001142016-11-09,2017,2016-11-09,21600114,SAS,1610612759,2880,48:00,99,101,0,33,84,7,23,26,30,10,29,22,10,7,5,4,15,24,,-2,1
1610612746216001152016-11-09,2017,2016-11-09,21600115,LAC,1610612746,2880,48:00,111,80,1,38,87,11,32,24,33,14,41,24,7,4,7,3,15,23,,31,1
1610612757216001152016-11-09,2017,2016-11-09,21600115,POR,1610612757,2880,48:00,80,111,0,31,88,6,30,12,14,11,36,16,14,9,3,7,23,15,,-31,0
1610612742216001162016-11-09,2017,2016-11-09,21600116,DAL,1610612742,2880,48:00,95,116,0,34,86,6,28,21,28,13,29,20,7,3,2,5,21,23,,-21,0
1610612744216001162016-11-09,2017,2016-11-09,21600116,GSW,1610612744,2880,48:00,116,95,1,43,74,17,33,13,22,5,34,33,15,10,5,2,23,21,,21,1
1610612740216001172016-11-10,2017,2016-11-10,21600117,NOP,1610612740,2880,48:00,112,106,1,39,89,9,25,25,27,11,36,22,10,4,7,5,19,20,,6,0
1610612749216001172016-11-10,2017,2016-11-10,21600117,MIL,1610612749,2880,48:00,106,112,0,40,91,6,18,20,25,11,37,23,11,9,5,7,20,19,,-6,1
1610612741216001182016-11-10,2017,2016-11-10,21600118,CHI,1610612741,2880,48:00,98,95,1,37,89,6,16,18,20,12,36,18,10,8,2,5,12,19,,3,0
1610612748216001182016-11-10,2017,2016-11-10,21600118,MIA,1610612748,2880,48:00,95,98,0,36,88,13,29,10,15,14,32,22,13,7,5,2,19,12,,-3,1
1610612743216001192016-11-10,2017,2016-11-10,21600119,DEN,1610612743,2880,48:00,101,125,0,38,94,13,36,12,17,17,27,26,18,15,3,6,19,18,,-24,1
1610612744216001192016-11-10,2017,2016-11-10,21600119,GSW,1610612744,2880,48:00,125,101,1,46,85,14,30,19,20,9,35,33,15,7,6,3,18,19,,24,0
1610612747216001202016-11-10,2017,2016-11-10,21600120,LAL,1610612747,2880,48:00,101,91,1,38,74,9,27,16,22,4,38,18,21,13,2,3,19,19,,10,0
1610612758216001202016-11-10,2017,2016-11-10,21600120,SAC,1610612758,2880,48:00,91,101,0,34,85,8,21,15,20,11,32,18,15,8,3,2,19,19,,-10,1
1610612754216001212016-11-11,2017,2016-11-11,21600121,IND,1610612754,3180,53:00,105,109,0,39,88,5,19,22,23,4,36,23,13,7,3,6,28,21,,-4,0
1610612755216001212016-11-11,2017,2016-11-11,21600121,PHI,1610612755,3180,53:00,109,105,1,36,86,11,32,26,31,13,41,24,19,14,6,3,21,28,,4,1
1610612739216001222016-11-11,2017,2016-11-11,21600122,CLE,1610612739,2880,48:00,105,94,1,36,86,14,33,19,26,13,34,16,15,7,6,5,21,21,,11,0
1610612764216001222016-11-11,2017,2016-11-11,21600122,WAS,1610612764,2880,48:00,94,105,0,38,87,3,15,15,19,10,36,16,15,9,5,6,21,21,,-11,1
1610612761216001232016-11-11,2017,2016-11-11,21600123,TOR,1610612761,2880,48:00,113,111,1,43,90,6,22,21,22,8,37,18,5,1,5,4,20,17,,2,0
1610612766216001232016-11-11,2017,2016-11-11,21600123,CHA,1610612766,2880,48:00,111,113,0,38,93,17,41,18,24,18,39,22,11,8,4,5,17,20,,-2,1
1610612753216001242016-11-11,2017,2016-11-11,21600124,ORL,1610612753,2880,48:00,74,87,0,26,78,8,20,14,19,8,35,13,12,9,6,7,18,18,,-13,1
1610612762216001242016-11-11,2017,2016-11-11,21600124,UTA,1610612762,2880,48:00,87,74,1,33,81,7,28,14,16,12,40,19,15,11,7,6,18,18,,13,0
1610612738216001252016-11-11,2017,2016-11-11,21600125,BOS,1610612738,2880,48:00,115,87,1,35,90,11,27,34,43,19,34,23,15,7,3,11,19,26,,28,1
1610612752216001252016-11-11,2017,2016-11-11,21600125,NYK,1610612752,2880,48:00,87,115,0,33,94,6,23,15,17,21,36,19,25,16,11,3,26,19,,-28,0
1610612746216001262016-11-11,2017,2016-11-11,21600126,LAC,1610612746,2880,48:00,110,108,1,39,86,11,27,21,35,11,34,18,10,3,3,1,20,27,,2,0
1610612760216001262016-11-11,2017,2016-11-11,21600126,OKC,1610612760,2880,48:00,108,110,0,38,88,16,28,16,19,9,36,21,16,9,1,3,27,20,,-2,1
1610612759216001272016-11-11,2017,2016-11-11,21600127,SAS,1610612759,2880,48:00,96,86,1,36,81,9,20,15,19,10,35,24,8,2,2,4,14,15,,10,1
1610612765216001272016-11-11,2017,2016-11-11,21600127,DET,1610612765,2880,48:00,86,96,0,32,76,5,25,17,21,9,33,14,11,8,4,2,15,14,,-10,0
1610612757216001282016-11-11,2017,2016-11-11,21600128,POR,1610612757,3180,53:00,122,120,1,45,86,13,33,19,27,7,29,29,11,7,4,3,24,21,,2,1
1610612758216001282016-11-11,2017,2016-11-11,21600128,SAC,1610612758,3180,53:00,120,122,0,43,88,6,21,28,35,13,35,18,15,8,3,4,21,24,,-2,0
1610612740216001292016-11-12,2017,2016-11-12,21600129,NOP,1610612740,2880,48:00,99,126,0,39,90,6,20,15,19,12,30,20,10,8,5,5,10,17,,-27,1
1610612747216001292016-11-12,2017,2016-11-12,21600129,LAL,1610612747,2880,48:00,126,99,1,52,94,16,30,6,7,10,37,36,10,4,5,5,17,10,,27,0
1610612738216001302016-11-12,2017,2016-11-12,21600130,BOS,1610612738,2880,48:00,105,99,1,35,80,8,25,27,33,15,32,22,13,9,7,9,22,22,,6,0
1610612754216001302016-11-12,2017,2016-11-12,21600130,IND,1610612754,2880,48:00,99,105,0,36,86,6,27,21,28,11,29,17,13,7,9,7,22,22,,-6,1
1610612752216001312016-11-12,2017,2016-11-12,21600131,NYK,1610612752,2880,48:00,107,118,0,44,97,7,23,12,16,17,32,19,16,10,2,6,23,21,,-11,0
1610612761216001312016-11-12,2017,2016-11-12,21600131,TOR,1610612761,2880,48:00,118,107,1,39,83,7,22,33,38,11,33,18,11,3,6,2,21,23,,11,1
1610612737216001322016-11-12,2017,2016-11-12,21600132,ATL,1610612737,2880,48:00,117,96,1,48,95,13,32,8,14,15,37,31,16,14,6,4,14,20,,21,1
1610612755216001322016-11-12,2017,2016-11-12,21600132,PHI,1610612755,2880,48:00,96,117,0,36,83,11,29,13,20,10,29,21,19,10,4,6,20,14,,-21,0
1610612741216001332016-11-12,2017,2016-11-12,21600133,CHI,1610612741,2880,48:00,106,95,1,39,97,5,15,23,25,15,37,21,10,3,6,7,20,22,,11,1
1610612764216001332016-11-12,2017,2016-11-12,21600133,WAS,1610612764,2880,48:00,95,106,0,38,91,4,13,15,18,13,36,19,12,7,7,6,22,20,,-11,0
1610612745216001342016-11-12,2017,2016-11-12,21600134,HOU,1610612745,2880,48:00,100,106,0,34,89,15,47,17,21,16,30,22,14,6,4,11,19,19,,-6,1
1610612759216001342016-11-12,2017,2016-11-12,21600134,SAS,1610612759,2880,48:00,106,100,1,41,76,5,18,19,24,2,33,21,10,6,11,4,19,19,,6,0
1610612746216001352016-11-12,2017,2016-11-12,21600135,LAC,1610612746,2880,48:00,119,105,1,40,76,11,24,28,37,9,33,25,14,11,4,3,20,31,,14,0
1610612750216001352016-11-12,2017,2016-11-12,21600135,MIN,1610612750,2880,48:00,105,119,0,40,89,8,22,17,21,15,24,26,13,7,3,4,31,20,,-14,1
1610612748216001362016-11-12,2017,2016-11-12,21600136,MIA,1610612748,2880,48:00,91,102,0,38,81,5,17,10,19,4,35,21,8,5,4,4,17,19,,-11,1
1610612762216001362016-11-12,2017,2016-11-12,21600136,UTA,1610612762,2880,48:00,102,91,1,40,81,6,20,16,19,6,39,12,9,5,4,4,19,17,,11,0
1610612749216001372016-11-12,2017,2016-11-12,21600137,MIL,1610612749,2880,48:00,106,96,1,36,68,7,18,27,36,5,30,20,12,8,5,4,20,26,,10,1
1610612763216001372016-11-12,2017,2016-11-12,21600137,MEM,1610612763,2880,48:00,96,106,0,35,78,6,30,20,21,3,29,20,13,9,4,5,26,20,,-10,0
1610612743216001382016-11-12,2017,2016-11-12,21600138,DEN,1610612743,2880,48:00,95,106,0,36,84,9,25,14,19,14,28,15,15,11,4,1,14,16,,-11,1
1610612765216001382016-11-12,2017,2016-11-12,21600138,DET,1610612765,2880,48:00,106,95,1,46,90,4,18,10,14,11,26,23,9,6,1,4,16,14,,11,0
1610612751216001392016-11-12,2017,2016-11-12,21600139,BKN,1610612751,2880,48:00,122,104,1,40,84,16,37,26,30,6,49,22,17,9,10,3,19,20,,18,0
1610612756216001392016-11-12,2017,2016-11-12,21600139,PHX,1610612756,2880,48:00,104,122,0,40,107,8,33,16,21,17,38,23,12,6,3,10,20,19,,-18,1
1610612739216001402016-11-13,2017,2016-11-13,21600140,CLE,1610612739,2880,48:00,100,93,1,39,92,14,38,8,15,12,41,25,9,7,8,3,13,19,,7,1
1610612766216001402016-11-13,2017,2016-11-13,21600140,CHA,1610612766,2880,48:00,93,100,0,36,95,11,29,10,12,10,35,23,5,3,3,8,19,13,,-7,0
1610612753216001412016-11-13,2017,2016-11-13,21600141,ORL,1610612753,2880,48:00,119,117,1,46,86,11,24,16,20,8,30,24,9,4,7,6,20,19,,2,0
1610612760216001412016-11-13,2017,2016-11-13,21600141,OKC,1610612760,2880,48:00,117,119,0,47,92,7,25,16,26,13,29,22,10,4,6,7,19,20,,-2,1
1610612747216001422016-11-13,2017,2016-11-13,21600142,LAL,1610612747,2880,48:00,99,125,0,33,71,8,24,25,30,5,34,16,17,10,5,4,32,19,,-26,0
1610612750216001422016-11-13,2017,2016-11-13,21600142,MIN,1610612750,2880,48:00,125,99,1,42,80,13,27,28,42,9,35,28,10,6,4,5,19,32,,26,1
1610612744216001432016-11-13,2017,2016-11-13,21600143,GSW,1610612744,2880,48:00,133,120,1,45,87,16,33,27,31,8,35,32,16,10,7,3,20,29,,13,1
1610612756216001432016-11-13,2017,2016-11-13,21600143,PHX,1610612756,2880,48:00,120,133,0,46,90,8,24,20,26,8,30,27,13,8,3,7,29,20,,-13,0
1610612743216001442016-11-13,2017,2016-11-13,21600144,DEN,1610612743,2880,48:00,105,112,0,36,91,11,29,22,29,16,43,11,18,8,6,8,25,23,,-7,0
1610612757216001442016-11-13,2017,2016-11-13,21600144,POR,1610612757,2880,48:00,112,105,1,39,99,8,29,26,32,14,30,21,7,4,8,6,23,25,,7,1
1610612753216001452016-11-14,2017,2016-11-14,21600145,ORL,1610612753,2880,48:00,69,88,0,27,84,5,25,10,13,9,43,12,14,9,5,9,17,14,,-19,0
1610612754216001452016-11-14,2017,2016-11-14,21600145,IND,1610612754,2880,48:00,88,69,1,35,90,8,25,10,10,7,42,22,9,3,9,5,14,17,,19,1
1610612742216001462016-11-14,2017,2016-11-14,21600146,DAL,1610612742,2880,48:00,77,93,0,32,84,5,27,8,11,11,29,15,11,5,7,5,16,16,,-16,0
1610612752216001462016-11-14,2017,2016-11-14,21600146,NYK,1610612752,2880,48:00,93,77,1,34,78,9,25,16,18,14,37,18,17,8,5,7,16,16,,16,1
1610612760216001472016-11-14,2017,2016-11-14,21600147,OKC,1610612760,2880,48:00,88,104,0,33,88,5,27,17,22,13,38,16,15,4,6,9,21,14,,-16,0
1610612765216001472016-11-14,2017,2016-11-14,21600147,DET,1610612765,2880,48:00,104,88,1,43,92,5,16,13,16,4,43,25,9,3,9,6,14,21,,16,1
1610612738216001482016-11-14,2017,2016-11-14,21600148,BOS,1610612738,2880,48:00,105,106,0,38,95,12,41,17,20,11,33,19,10,9,0,4,27,17,,-1,0
1610612740216001482016-11-14,2017,2016-11-14,21600148,NOP,1610612740,2880,48:00,106,105,1,35,79,6,21,30,36,8,38,16,16,9,4,0,17,27,,1,1
1610612745216001492016-11-14,2017,2016-11-14,21600149,HOU,1610612745,2880,48:00,115,88,1,44,91,17,40,10,17,16,39,20,17,10,10,7,19,17,,27,1
1610612755216001492016-11-14,2017,2016-11-14,21600149,PHI,1610612755,2880,48:00,88,115,0,34,90,5,22,15,17,10,29,18,12,6,7,10,17,19,,-27,0
1610612748216001502016-11-14,2017,2016-11-14,21600150,MIA,1610612748,2880,48:00,90,94,0,37,84,4,15,12,21,10,31,22,13,4,8,7,23,15,,-4,0
1610612759216001502016-11-14,2017,2016-11-14,21600150,SAS,1610612759,2880,48:00,94,90,1,33,82,8,15,20,27,14,38,24,17,14,7,8,15,23,,4,1
1610612762216001512016-11-14,2017,2016-11-14,21600151,UTA,1610612762,2880,48:00,96,102,0,35,73,8,28,18,22,6,23,17,8,4,1,2,27,26,,-6,1
1610612763216001512016-11-14,2017,2016-11-14,21600151,MEM,1610612763,2880,48:00,102,96,1,36,76,8,21,22,26,14,30,13,16,8,2,1,26,27,,6,0
1610612746216001522016-11-14,2017,2016-11-14,21600152,LAC,1610612746,2880,48:00,127,95,1,48,90,14,25,17,21,9,34,32,11,6,6,2,22,21,,32,1
1610612751216001522016-11-14,2017,2016-11-14,21600152,BKN,1610612751,2880,48:00,95,127,0,34,77,10,33,17,22,8,29,18,21,17,2,6,21,22,,-32,0
1610612739216001532016-11-15,2017,2016-11-15,21600153,CLE,1610612739,2880,48:00,121,117,1,44,83,13,33,20,28,10,36,26,17,11,7,5,18,26,,4,1
1610612761216001532016-11-15,2017,2016-11-15,21600153,TOR,1610612761,2880,48:00,117,121,0,46,96,13,29,12,18,12,28,24,8,4,5,7,26,18,,-4,0
1610612737216001542016-11-15,2017,2016-11-15,21600154,ATL,1610612737,2880,48:00,93,90,1,37,80,6,17,13,19,6,29,18,19,11,4,7,12,23,,3,0
1610612748216001542016-11-15,2017,2016-11-15,21600154,MIA,1610612748,2880,48:00,90,93,0,36,89,7,23,11,14,17,31,13,23,14,7,4,23,12,,-3,1
1610612750216001552016-11-15,2017,2016-11-15,21600155,MIN,1610612750,2880,48:00,108,115,0,38,89,15,35,17,21,15,28,25,18,10,5,6,19,17,,-7,1
1610612766216001552016-11-15,2017,2016-11-15,21600155,CHA,1610612766,2880,48:00,115,108,1,43,80,11,24,18,22,4,33,25,13,4,6,5,17,19,,7,0
1610612741216001562016-11-15,2017,2016-11-15,21600156,CHI,1610612741,2880,48:00,113,88,1,41,98,7,20,24,28,19,48,16,10,8,4,4,19,18,,25,0
1610612757216001562016-11-15,2017,2016-11-15,21600156,POR,1610612757,2880,48:00,88,113,0,34,95,9,34,11,18,15,34,17,11,7,4,4,18,19,,-25,1
1610612747216001572016-11-15,2017,2016-11-15,21600157,LAL,1610612747,2880,48:00,125,118,1,41,92,9,28,34,43,14,41,24,11,8,2,6,17,27,,7,1
1610612751216001572016-11-15,2017,2016-11-15,21600157,BKN,1610612751,2880,48:00,118,125,0,45,99,12,41,16,20,9,38,23,14,9,6,2,27,17,,-7,0
1610612755216001582016-11-16,2017,2016-11-16,21600158,PHI,1610612755,2880,48:00,109,102,1,42,77,10,28,15,22,5,36,30,17,8,1,1,26,26,,7,1
1610612764216001582016-11-16,2017,2016-11-16,21600158,WAS,1610612764,2880,48:00,102,109,0,38,91,8,23,18,24,11,29,18,11,6,1,1,26,26,,-7,0
1610612740216001592016-11-16,2017,2016-11-16,21600159,NOP,1610612740,2880,48:00,82,89,0,30,82,7,21,15,19,9,39,19,17,7,9,7,16,16,,-7,0
1610612753216001592016-11-16,2017,2016-11-16,21600159,ORL,1610612753,2880,48:00,89,82,1,34,88,10,27,11,19,13,37,17,12,5,7,9,16,16,,7,1
1610612739216001602016-11-16,2017,2016-11-16,21600160,CLE,1610612739,2880,48:00,93,103,0,35,86,11,30,12,20,11,40,19,18,8,5,12,16,17,,-10,0
1610612754216001602016-11-16,2017,2016-11-16,21600160,IND,1610612754,2880,48:00,103,93,1,43,86,10,28,7,11,5,35,22,10,3,12,5,17,16,,10,1
1610612738216001612016-11-16,2017,2016-11-16,21600161,BOS,1610612738,2880,48:00,90,83,1,33,76,7,21,17,23,13,40,18,19,9,3,3,19,19,,7,1
1610612742216001612016-11-16,2017,2016-11-16,21600161,DAL,1610612742,2880,48:00,83,90,0,34,83,8,23,7,10,5,27,16,9,6,3,3,19,19,,-7,0
1610612752216001622016-11-16,2017,2016-11-16,21600162,NYK,1610612752,2880,48:00,105,102,1,42,93,9,25,12,19,19,33,24,9,6,9,1,12,14,,3,1
1610612765216001622016-11-16,2017,2016-11-16,21600162,DET,1610612765,2880,48:00,102,105,0,42,85,8,23,10,12,8,32,19,10,8,1,9,14,12,,-3,0
1610612737216001632016-11-16,2017,2016-11-16,21600163,ATL,1610612737,2880,48:00,107,100,1,35,72,10,32,27,31,3,36,29,16,9,8,2,17,25,,7,1
1610612749216001632016-11-16,2017,2016-11-16,21600163,MIL,1610612749,2880,48:00,100,107,0,39,98,8,32,14,18,15,32,25,14,6,2,8,25,17,,-7,0
1610612745216001642016-11-16,2017,2016-11-16,21600164,HOU,1610612745,2880,48:00,103,105,0,40,92,14,40,9,14,12,35,25,16,7,4,7,11,16,,-2,0
1610612760216001642016-11-16,2017,2016-11-16,21600164,OKC,1610612760,2880,48:00,105,103,1,40,84,12,25,13,14,5,39,25,16,10,7,4,16,11,,2,1
